Date,Destination,Destination Amount,Destination Currency,Fee Amount,Fee Currency,Id,Origin,Origin Amount,Origin Currency,Status,Type
Mon Nov 30 2020 02:04:18 GMT+0000,uphold,500,CAD,,,86e15170-74bd-47ae-92a3-6e9e3be5471b,credit-card,386.84,USD,failed,in
